Time,Voltage
-1.6376000200E-07,-0.0953126700
-1.6368000200E-07,-0.1000002000
-1.6360000200E-07,-0.0726564200
-1.6352000200E-07,-0.0226564200
-1.6344000200E-07,0.0335935800
-1.6336000200E-07,0.0796873300
-1.6328000200E-07,0.0999998300
-1.6320000200E-07,0.0874998300
-1.6312000200E-07,0.0468748300
-1.6304000200E-07,-0.0085939170
-1.6296000200E-07,-0.0632814200
-1.6288000200E-07,-0.1000002000
-1.6280000200E-07,-0.1046877000
-1.6272000200E-07,-0.0789064200
-1.6264000200E-07,-0.0281251700
-1.6256000200E-07,0.0359373300
-1.6248000200E-07,0.0999998300
-1.6240000200E-07,0.1507811000
-1.6232000200E-07,0.1765623000
-1.6224000200E-07,0.1757811000
-1.6216000200E-07,0.1484373000
-1.6208000200E-07,0.0999998300
-1.6200000200E-07,0.0414060800
-1.6192000200E-07,-0.0171876700
-1.6184000200E-07,-0.0648439200
-1.6176000200E-07,-0.0945314200
-1.6168000200E-07,-0.1000002000
-1.6160000200E-07,-0.0796876700
-1.6152000200E-07,-0.0398439200
-1.6144000200E-07,0.0093748320
-1.6136000200E-07,0.0593748300
-1.6128000200E-07,0.0999998300
-1.6120000200E-07,0.1242186000
-1.6112000200E-07,0.1312498000
-1.6104000200E-07,0.1249998000
-1.6096000200E-07,0.1124998000
-1.6088000200E-07,0.0999998300
-1.6080000200E-07,0.0921873300
-1.6072000200E-07,0.0906248300
-1.6064000200E-07,0.0937498300
-1.6056000200E-07,0.0984373300
-1.6048000200E-07,0.0999998300
-1.6040000200E-07,0.0984373300
-1.6032000200E-07,0.0937498300
-1.6024000200E-07,0.0906248300
-1.6016000200E-07,0.0921873300
-1.6008000200E-07,0.0999998300
-1.6000000200E-07,0.1140623000
-1.5992000200E-07,0.1281248000
-1.5984000200E-07,0.1351561000
-1.5976000200E-07,0.1265623000
-1.5968000200E-07,0.0999998300
-1.5960000200E-07,0.0546873300
-1.5952000200E-07,-0.0000001676
-1.5944000200E-07,-0.0515626700
-1.5936000200E-07,-0.0875001700
-1.5928000200E-07,-0.1000002000
-1.5920000200E-07,-0.0812501700
-1.5912000200E-07,-0.0414064200
-1.5904000200E-07,0.0109373300
-1.5896000200E-07,0.0617185800
-1.5888000200E-07,0.0999998300
-1.5880000200E-07,0.1210936000
-1.5872000200E-07,0.1234373000
-1.5864000200E-07,0.1148436000
-1.5856000200E-07,0.1046873000
-1.5848000200E-07,0.0999998300
-1.5840000200E-07,0.1046873000
-1.5832000200E-07,0.1148436000
-1.5824000200E-07,0.1234373000
-1.5816000200E-07,0.1210936000
-1.5808000200E-07,0.0999998300
-1.5800000200E-07,0.0617185800
-1.5792000200E-07,0.0109373300
-1.5784000200E-07,-0.0414064200
-1.5776000200E-07,-0.0812501700
-1.5768000200E-07,-0.1000002000
-1.5760000200E-07,-0.0875001700
-1.5752000200E-07,-0.0515626700
-1.5744000200E-07,-0.0000001676
-1.5736000200E-07,0.0546873300
-1.5728000200E-07,0.0999998300
-1.5720000200E-07,0.1281248000
-1.5712000200E-07,0.1374998000
-1.5704000200E-07,0.1320311000
-1.5696000200E-07,0.1171873000
-1.5688000200E-07,0.0999998300
-1.5680000200E-07,0.0882810800
